Account,date,daily_pnl,n_trades,n_wins,win_rate,avg_trade_size_usd,total_volume_usd,longs,shorts,value,classification
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-05,0.0,6.0,0.0,0.0,8999.890000000001,53999.340000000004,0.0,6.0,79,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-07,0.0,14.0,0.0,0.0,18215.87285714286,255022.22,14.0,0.0,78,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-08,-108604.496278,72.0,0.0,0.0,12521.542916666665,901551.09,12.0,60.0,76,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-09,0.0,1.0,0.0,0.0,35004.98,35004.98,1.0,0.0,80,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-11,2259.351364,26.0,13.0,0.5,16623.486153846156,432210.64,13.0,13.0,76,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-12,291.35271,13.0,3.0,0.23076923076923078,20080.955384615383,261052.41999999998,10.0,3.0,79,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-04,4444.4983010000005,10.0,7.0,0.7,17253.157,172531.56999999998,10.0,0.0,67,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-05,0.0,4.0,0.0,0.0,5996.512500000001,23986.050000000003,0.0,4.0,69,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-07,0.0,20.0,0.0,0.0,13514.937000000002,270298.74000000005,20.0,0.0,68,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-08,-4779.219012,17.0,0.0,0.0,12572.83294117647,213738.15999999997,15.0,2.0,64,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-10,5767.161891999999,36.0,24.0,0.6666666666666666,16822.36472222222,605605.13,9.0,27.0,66,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-11,678.475928,10.0,5.0,0.5,20062.723,200627.23,5.0,5.0,53,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-12,1435.68724,19.0,2.0,0.10526315789473684,40074.16368421053,761409.11,0.0,19.0,56,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-04,236.33513399999998,16.0,4.0,0.25,4263.979375000001,68223.67000000001,0.0,16.0,73,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-05,968.59038,9.0,4.0,0.4444444444444444,22890.714444444442,206016.42999999996,8.0,1.0,75,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-09,0.0,4.0,0.0,0.0,8747.6675,34990.67,4.0,0.0,75,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-10,130.487079,22.0,5.0,0.22727272727272727,13642.298181818182,300130.56,6.0,16.0,72,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-11,2821.2484199999994,12.0,7.0,0.5833333333333334,10158.865,121906.38,5.0,7.0,74,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-12,7206.315268,59.0,21.0,0.3559322033898305,25128.245762711864,1482566.5,39.0,20.0,72,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-04,0.0,23.0,0.0,0.0,2173.3973913043474,49988.13999999999,0.0,23.0,44,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-05,656.21704,10.0,7.0,0.7,9890.126,98901.26000000001,4.0,6.0,29,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-06,7329.223137999999,52.0,30.0,0.5769230769230769,15114.859615384614,785972.7,39.0,13.0,26,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-10,0.0,21.0,0.0,0.0,10475.459523809524,219984.65000000002,0.0,21.0,28,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-11,628.96246,2.0,1.0,0.5,30314.425,60628.85,1.0,1.0,29,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-12,2342.9963840000005,4.0,4.0,1.0,49620.3625,198481.45,4.0,0.0,25,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-04,0.0,28.0,0.0,0.0,5827.370357142858,163166.37000000002,0.0,28.0,34,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-05,0.0,10.0,0.0,0.0,6583.419,65834.19,10.0,0.0,26,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-06,0.0,7.0,0.0,0.0,6428.95,45002.65,7.0,0.0,17,Extreme Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-10,5396.546638,35.0,33.0,0.9428571428571428,12416.67285714286,434583.55000000005,34.0,1.0,40,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-11,646.3734049999999,24.0,6.0,0.25,10026.734583333333,240641.63,18.0,6.0,39,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-12,0.0,7.0,0.0,0.0,8570.518571428573,59993.630000000005,0.0,7.0,25,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-04,0.0,3.0,0.0,0.0,19021.280000000002,57063.840000000004,0.0,3.0,27,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-05,1147.595856,25.0,11.0,0.44,8679.6232,216990.58000000002,9.0,16.0,29,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-06,0.0,5.0,0.0,0.0,4199.992,20999.960000000003,5.0,0.0,22,Extreme Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-08,11147.900554,12.0,9.0,0.75,11003.166666666666,132038.0,3.0,9.0,29,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-10,396.06272,14.0,3.0,0.21428571428571427,15742.852142857142,220399.93,11.0,3.0,33,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-11,0.0,9.0,0.0,0.0,16666.712222222224,150000.41,9.0,0.0,37,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-12,2350.4997419999995,17.0,7.0,0.4117647058823529,21156.991764705883,359668.86,13.0,4.0,31,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-04,5207.443413999999,41.0,36.0,0.8780487804878049,8578.926097560974,351735.97,40.0,1.0,41,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-05,2101.7416949999997,22.0,6.0,0.2727272727272727,7131.000000000001,156882.00000000003,16.0,6.0,49,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-06,0.0,4.0,0.0,0.0,6000.075000000001,24000.300000000003,4.0,0.0,50,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-07,11595.627025999998,43.0,33.0,0.7674418604651163,15625.979302325579,671917.1099999999,10.0,33.0,50,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-10,0.0,16.0,0.0,0.0,18751.52125,300024.34,16.0,0.0,39,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-11,548.36595,8.0,6.0,0.75,22568.36875,180546.95,2.0,6.0,32,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-12,3986.3125139999997,36.0,12.0,0.3333333333333333,19470.58694444444,700941.1299999999,27.0,9.0,49,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-04,389.743164,16.0,2.0,0.125,4775.0599999999995,76400.95999999999,14.0,2.0,70,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-05,251.604742,9.0,9.0,1.0,7027.661111111111,63248.95,0.0,9.0,70,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-06,0.0,21.0,0.0,0.0,13143.021904761903,276003.45999999996,21.0,0.0,70,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-07,1876.812082,19.0,9.0,0.47368421052631576,8941.422105263158,169887.02000000002,10.0,9.0,77,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-08,847.7766200000001,8.0,4.0,0.5,5104.98125,40839.85,0.0,8.0,75,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-10,8885.327476999999,25.0,18.0,0.72,19556.1384,488903.45999999996,0.0,25.0,78,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-11,1479.677222,20.0,9.0,0.45,16571.106999999996,331422.13999999996,11.0,9.0,76,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-12,1083.777057,30.0,8.0,0.26666666666666666,23331.314333333336,699939.43,6.0,24.0,80,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-04,0.0,21.0,0.0,0.0,7138.52761904762,149909.08000000002,21.0,0.0,78,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-05,0.0,10.0,0.0,0.0,4500.464000000001,45004.64000000001,10.0,0.0,84,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-07,0.0,10.0,0.0,0.0,7600.664999999999,76006.65,10.0,0.0,75,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-08,858.6705000000001,16.0,6.0,0.375,2758.775,44140.4,16.0,0.0,79,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-10,541.55471,10.0,7.0,0.7,15971.34,159713.4,7.0,3.0,78,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-11,2053.119744,74.0,12.0,0.16216216216216217,14354.293783783784,1062217.74,62.0,12.0,74,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-12,0.0,31.0,0.0,0.0,12254.17483870968,379879.42000000004,0.0,31.0,83,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-01,0.0,1.0,0.0,0.0,49999.51,49999.51,1.0,0.0,66,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-02,0.0,4.0,0.0,0.0,22500.690000000002,90002.76000000001,4.0,0.0,70,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-04,1402.0824879999996,20.0,8.0,0.4,7070.317,141406.34,12.0,8.0,73,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-05,1220.746604,14.0,7.0,0.5,14373.198571428571,201224.78,3.0,11.0,72,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-01,2399.947146,19.0,8.0,0.42105263157894735,19582.443684210528,372066.43000000005,11.0,8.0,68,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-02,0.0,30.0,0.0,0.0,25418.461333333333,762553.84,30.0,0.0,60,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-03,11005.991600000001,26.0,21.0,0.8076923076923077,43406.429615384615,1128567.17,5.0,21.0,44,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-04,0.0,1.0,0.0,0.0,19999.7,19999.7,1.0,0.0,72,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-01,3084.287743,48.0,29.0,0.6041666666666666,9644.217708333334,462922.45,19.0,29.0,20,Extreme Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-03,1136.2722789999998,12.0,6.0,0.5,26764.120833333334,321169.45,6.0,6.0,33,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-04,0.0,9.0,0.0,0.0,31104.344444444443,279939.1,9.0,0.0,15,Extreme Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-01,0.0,14.0,0.0,0.0,7142.837142857143,99999.72,14.0,0.0,34,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-02,6403.5061239999995,9.0,9.0,1.0,95439.94666666666,858959.5199999999,0.0,9.0,44,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-03,8002.939313000001,59.0,28.0,0.4745762711864407,25872.653898305085,1526486.58,22.0,37.0,25,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-04,4591.427138999999,21.0,13.0,0.6190476190476191,20216.69714285714,424550.63999999996,8.0,13.0,28,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-05-01,890.3315699999999,19.0,4.0,0.21052631578947367,19427.311052631576,369118.91,15.0,4.0,53,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-05-02,0.0,9.0,0.0,0.0,16663.026666666665,149967.24,9.0,0.0,67,Greed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2024-09-12,0.0,42.0,0.0,0.0,1682.2211904761907,70653.29000000001,42.0,0.0,31,Fear
0x513b8629fe877bb581bf244e326a047b249c4ff1,2024-12-12,0.0,89.0,0.0,0.0,3332.177640449439,296563.81000000006,89.0,0.0,83,Extreme Greed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-01-04,0.0,13.0,0.0,0.0,13807.810000000001,179501.53000000003,13.0,0.0,73,Greed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-01-05,60544.304874,329.0,236.0,0.7173252279635258,22713.250030395135,7472659.26,93.0,236.0,72,Greed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-03-04,0.0,49.0,0.0,0.0,2260.959795918367,110787.02999999998,49.0,0.0,15,Extreme Fear
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2024-11-12,698.009722,8.0,8.0,1.0,136.67374999999998,1093.3899999999999,0.0,8.0,80,Extreme Greed
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2024-12-12,362.84131,4.0,4.0,1.0,133.0725,532.29,0.0,4.0,83,Extreme Greed
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-01-02,0.0,5.0,0.0,0.0,1987.6240000000003,9938.12,5.0,0.0,70,Greed
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-01-04,132.71954399999998,14.0,4.0,0.2857142857142857,1954.310714285714,27360.35,4.0,10.0,73,Greed
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-02-04,234.497751,34.0,9.0,0.2647058823529412,1120.655,38102.27,15.0,19.0,72,Greed
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-03-04,298.031364,20.0,5.0,0.25,922.9385,18458.77,19.0,1.0,15,Extreme Fear
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-04-04,392.35488599999996,60.0,9.0,0.15,626.2960000000002,37577.76000000001,36.0,24.0,28,Fear
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2025-04-01,0.0,141.0,0.0,0.0,11569.857730496453,1631349.94,0.0,141.0,34,Fear
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-12,0.0,17.0,0.0,0.0,1397.385294117647,23755.55,0.0,17.0,83,Extreme Greed
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-03,0.0,14.0,0.0,0.0,791.357857142857,11079.009999999998,10.0,4.0,74,Greed
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-01,0.0,3.0,0.0,0.0,8894.193333333335,26682.58,0.0,3.0,68,Greed
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-02,0.0,37.0,0.0,0.0,837.1502702702703,30974.56,0.0,37.0,60,Greed
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-03,10915.212,25.0,25.0,1.0,1366.0404,34151.01,25.0,0.0,44,Fear
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-01,0.0,6.0,0.0,0.0,6065.749999999999,36394.49999999999,0.0,6.0,20,Extreme Fear
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-03,17247.427499999998,16.0,10.0,0.625,3784.5093749999996,60552.149999999994,16.0,0.0,33,Fear
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-01,0.0,1.0,0.0,0.0,2128.95,2128.95,0.0,1.0,34,Fear
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-02,0.0,1.0,0.0,0.0,15000.0,15000.0,0.0,1.0,44,Fear
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-03,169132.29611,155.0,77.0,0.4967741935483871,3030.0763225806445,469661.8299999999,155.0,0.0,25,Fear
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-05-01,0.0,8.0,0.0,0.0,2863.6875,22909.5,0.0,8.0,53,Neutral
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-01-03,8244.241409,137.0,128.0,0.9343065693430657,3452.370072992701,472974.7,37.0,100.0,70,Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-01-04,2507.122467,48.0,40.0,0.8333333333333334,4260.021458333334,204481.03000000003,7.0,41.0,68,Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-03,1674.715167,24.0,21.0,0.875,2510.574583333333,60253.78999999999,21.0,3.0,60,Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-03,8361.086245,79.0,54.0,0.6835443037974683,4946.147848101267,390745.6800000001,36.0,43.0,83,Extreme Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-04,126.7884,2.0,1.0,0.5,3443.955,6887.91,1.0,1.0,82,Extreme Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-05,-13.844579999999999,7.0,1.0,0.14285714285714285,47.215714285714284,330.51,3.0,4.0,90,Extreme Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-04-03,26773.771643,287.0,253.0,0.8815331010452961,5485.087665505227,1574220.1600000001,161.0,126.0,71,Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-05-03,19791.026040999997,180.0,163.0,0.9055555555555556,4676.724,841810.3200000001,55.0,125.0,48,Neutral
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-05-04,5296.433789000001,82.0,75.0,0.9146341463414634,3723.1115853658534,305295.14999999997,7.0,75.0,67,Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-05-05,0.916,2.0,1.0,0.5,41.15,82.3,1.0,1.0,69,Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-06-03,6814.8251390000005,82.0,72.0,0.8780487804878049,3990.4636585365856,327218.02,49.0,33.0,73,Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-07-05,0.0,1.0,0.0,0.0,47.59,47.59,0.0,1.0,29,Fear
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-08-03,4271.886236,67.0,59.0,0.8805970149253731,2740.047462686567,183583.18,19.0,48.0,37,Fear
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-08-04,1218.4267,2.0,1.0,0.5,24387.135,48774.27,1.0,1.0,34,Fear
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-08-05,1.56576,3.0,1.0,0.3333333333333333,46.46,139.38,2.0,1.0,26,Fear
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-09-03,9949.501623999999,117.0,97.0,0.8290598290598291,5625.4594017094005,658178.7499999999,83.0,34.0,26,Fear
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-09-12,0.01574,7.0,3.0,0.42857142857142855,16.73142857142857,117.11999999999999,3.0,4.0,31,Fear
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-10-03,2482.9272,42.0,29.0,0.6904761904761905,5237.4726190476185,219973.84999999998,38.0,4.0,37,Fear
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-10-12,3634.5681400000003,153.0,147.0,0.9607843137254902,1401.2388888888888,214389.55,40.0,113.0,49,Neutral
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-11-03,3588.179495,42.0,39.0,0.9285714285714286,4202.844047619048,176519.45,12.0,30.0,74,Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-11-12,1567.4026839999995,23.0,8.0,0.34782608695652173,7024.881304347826,161572.27,12.0,11.0,80,Extreme Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-03,3039.1659999999997,8.0,7.0,0.875,12880.10625,103040.85,1.0,7.0,76,Extreme Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-04,2237.798674,93.0,71.0,0.7634408602150538,2815.611935483871,261851.91000000003,7.0,86.0,78,Extreme Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-12,323.3489790000001,52.0,4.0,0.07692307692307693,3563.27,185290.04,29.0,23.0,83,Extreme Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-02,9609.447365,148.0,114.0,0.7702702702702703,4026.3325675675674,595897.22,114.0,34.0,70,Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-01,3429.9583199999997,53.0,50.0,0.9433962264150944,3870.1449056603774,205117.68,17.0,36.0,68,Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-03,948.6016900000001,12.0,11.0,0.9166666666666666,3923.564166666667,47082.770000000004,11.0,1.0,44,Fear
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-04,90.98474,11.0,9.0,0.8181818181818182,2925.4536363636366,32179.99,9.0,2.0,72,Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-02,14982.681725000002,351.0,263.0,0.7492877492877493,2940.937606837607,1032269.1,100.0,251.0,26,Fear
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-03,-370.250064,101.0,61.0,0.6039603960396039,1018.7064356435643,102889.34999999999,33.0,68.0,33,Fear
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-02,1985.815595,76.0,74.0,0.9736842105263158,1605.0506578947366,121983.84999999998,2.0,74.0,44,Fear
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-05-02,14.590934,20.0,15.0,0.75,2107.2529999999997,42145.06,5.0,15.0,67,Greed
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-01,0.0,3.0,0.0,0.0,7555.826666666667,22667.48,3.0,0.0,66,Greed
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-02-01,1008.5189540000001,9.0,5.0,0.5555555555555556,6758.5633333333335,60827.07,4.0,5.0,68,Greed
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-03-01,937.7896150000001,26.0,17.0,0.6538461538461539,1975.7373076923077,51369.17,9.0,17.0,20,Extreme Fear
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-05-01,1093.0567700000001,7.0,7.0,1.0,1828.1614285714288,12797.130000000001,0.0,7.0,53,Neutral
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-02,0.0,18.0,0.0,0.0,773.4088888888889,13921.36,0.0,18.0,70,Greed
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-04,4004.50286,13.0,12.0,0.9230769230769231,9495.466153846155,123441.06000000001,0.0,13.0,73,Greed
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-01,739.18423,3.0,3.0,1.0,1004.1633333333334,3012.4900000000002,3.0,0.0,68,Greed
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-02,0.0,30.0,0.0,0.0,1333.3373333333332,40000.119999999995,0.0,30.0,60,Greed
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-03,0.0,2.0,0.0,0.0,2499.975,4999.95,0.0,2.0,44,Fear
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-04,8045.056928,7.0,7.0,1.0,2142.855714285714,14999.989999999998,7.0,0.0,72,Greed
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-02,13770.715332000002,119.0,96.0,0.8067226890756303,355.00016806722687,42245.02,96.0,23.0,26,Fear
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-03,0.0,8.0,0.0,0.0,624.9937500000001,4999.950000000001,0.0,8.0,33,Fear
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-04,0.0,85.0,0.0,0.0,5629.0912941176475,478472.76,58.0,27.0,15,Extreme Fear
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-02,0.0,45.0,0.0,0.0,676.7046666666666,30451.71,0.0,45.0,44,Fear
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-03,6939.473559999999,16.0,13.0,0.8125,937.4943749999999,14999.909999999998,13.0,3.0,25,Fear
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-04,4805.345609999999,68.0,7.0,0.10294117647058823,932.0805882352942,63381.48,12.0,56.0,28,Fear
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-05-02,0.0,25.0,0.0,0.0,599.9928,14999.82,0.0,25.0,67,Greed
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-01-12,0.0,3.0,0.0,0.0,999.5866666666666,2998.7599999999998,3.0,0.0,71,Greed
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-02-12,0.0,6.0,0.0,0.0,340.65333333333336,2043.92,6.0,0.0,70,Greed
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-04-12,33.26141600000001,10.0,2.0,0.2,669.609,6696.09,5.0,5.0,79,Extreme Greed
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-05-12,0.0,2.0,0.0,0.0,294.265,588.53,2.0,0.0,56,Greed
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-06-12,0.0,1.0,0.0,0.0,292.11,292.11,1.0,0.0,72,Greed
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-07-12,0.0,3.0,0.0,0.0,1021.2966666666667,3063.8900000000003,3.0,0.0,25,Fear
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-08-12,-21.54374,5.0,0.0,0.0,984.758,4923.79,3.0,2.0,25,Fear
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-09-12,0.0,4.0,0.0,0.0,440.94999999999993,1763.7999999999997,4.0,0.0,31,Fear
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-10-12,0.0,1.0,0.0,0.0,587.97,587.97,1.0,0.0,49,Neutral
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-01-01,0.0,5.0,0.0,0.0,200.802,1004.01,5.0,0.0,66,Greed
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-02,0.0,19.0,0.0,0.0,1943.7873684210526,36931.96,19.0,0.0,60,Greed
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-03-02,0.0,8.0,0.0,0.0,2351.285,18810.28,8.0,0.0,26,Fear
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-04-01,0.0,2.0,0.0,0.0,710.865,1421.73,2.0,0.0,34,Fear
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-04-02,9167.620989,104.0,49.0,0.47115384615384615,58124.15365384616,6044911.98,55.0,49.0,44,Fear
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-05-01,0.0,1.0,0.0,0.0,456.83,456.83,1.0,0.0,53,Neutral
